n,t_seconds,measured_value
1169,0.1169,4.5118
1170,0.117,4.5188
1171,0.1171,4.5269
1172,0.1172,4.5114
1173,0.1173,4.5175
1174,0.1174,4.4949
1175,0.1175,4.5059
1176,0.1176,4.5484
1177,0.1177,4.4922
1178,0.1178,4.5209
1179,0.1179,4.5302
1180,0.118,4.5223
1181,0.1181,4.5167
1182,0.1182,4.5289
1183,0.1183,4.5306
1184,0.1184,4.5304
1185,0.1185,4.5044
1186,0.1186,4.5313
1187,0.1187,4.5216
1188,0.1188,4.5272
1189,0.1189,4.5397
1190,0.119,4.5469
1191,0.1191,4.5516
1192,0.1192,4.5316
1193,0.1193,4.5539
1194,0.1194,4.5585
1195,0.1195,4.5589
1196,0.1196,4.5636
1197,0.1197,4.5415
1198,0.1198,4.542
1199,0.1199,4.5579
1200,0.12,4.5259
1201,0.1201,4.5505
1202,0.1202,4.5403
1203,0.1203,4.5436
1204,0.1204,4.5239
1205,0.1205,4.5376
1206,0.1206,4.5515
1207,0.1207,4.566
1208,0.1208,4.5685
1209,0.1209,4.5533
1210,0.121,4.5526
1211,0.1211,4.5438
1212,0.1212,4.5632
1213,0.1213,4.5543
1214,0.1214,4.568
1215,0.1215,4.5861
1216,0.1216,4.5602
1217,0.1217,4.5391
1218,0.1218,4.5495
1219,0.1219,4.5415
1220,0.122,4.5462
1221,0.1221,4.5846
1222,0.1222,4.5693
1223,0.1223,4.544
1224,0.1224,4.5775
1225,0.1225,4.5874
1226,0.1226,4.564
1227,0.1227,4.5601
1228,0.1228,4.5661
1229,0.1229,4.5762
1230,0.123,4.5824
1231,0.1231,4.5914
1232,0.1232,4.5927
1233,0.1233,4.5932
1234,0.1234,4.5967
1235,0.1235,4.587
1236,0.1236,4.555
1237,0.1237,4.5768
1238,0.1238,4.5843
1239,0.1239,4.5747
1240,0.124,4.595
1241,0.1241,4.5767
1242,0.1242,4.5691
1243,0.1243,4.6055
1244,0.1244,4.5946
1245,0.1245,4.5887
1246,0.1246,4.6002
1247,0.1247,4.603
1248,0.1248,4.593
1249,0.1249,4.5519
1250,0.125,4.5794
1251,0.1251,4.5835
1252,0.1252,4.5765
1253,0.1253,4.595
1254,0.1254,4.6107
1255,0.1255,4.5864
1256,0.1256,4.5774
1257,0.1257,4.6257
1258,0.1258,4.5893
1259,0.1259,4.5784
1260,0.126,4.6013
1261,0.1261,4.6049
1262,0.1262,4.5887
1263,0.1263,4.612
1264,0.1264,4.5936
1265,0.1265,4.5879
1266,0.1266,4.6052
1267,0.1267,4.6149
1268,0.1268,4.5946
1269,0.1269,4.6098
1270,0.127,4.6043
1271,0.1271,4.6488
1272,0.1272,4.5966
1273,0.1273,4.6288
1274,0.1274,4.608
1275,0.1275,4.6077
1276,0.1276,4.6212
1277,0.1277,4.6246
1278,0.1278,4.6309
1279,0.1279,4.6176
1280,0.128,4.6045
1281,0.1281,4.6062
1282,0.1282,4.6227
1283,0.1283,4.6245
1284,0.1284,4.6375
1285,0.1285,4.6236
1286,0.1286,4.634
1287,0.1287,4.6416
1288,0.1288,4.6221
1289,0.1289,4.5981
1290,0.129,4.6034
1291,0.1291,4.6003
1292,0.1292,4.6465
1293,0.1293,4.6107
1294,0.1294,4.6426
1295,0.1295,4.6337
1296,0.1296,4.6514
1297,0.1297,4.6414
1298,0.1298,4.6256
1299,0.1299,4.6249
1300,0.13,4.6299
1301,0.1301,4.632
1302,0.1302,4.6222
1303,0.1303,4.6304
1304,0.1304,4.6557
1305,0.1305,4.6068
1306,0.1306,4.6369
1307,0.1307,4.6202
1308,0.1308,4.6373
1309,0.1309,4.6479
1310,0.131,4.6351
1311,0.1311,4.6483
1312,0.1312,4.6136
1313,0.1313,4.6548
1314,0.1314,4.6298
1315,0.1315,4.6489
1316,0.1316,4.6431
1317,0.1317,4.6023
1318,0.1318,4.6304
1319,0.1319,4.6458
1320,0.132,4.6665
1321,0.1321,4.6482
1322,0.1322,4.6485
1323,0.1323,4.6241
1324,0.1324,4.6675
1325,0.1325,4.6739
1326,0.1326,4.6479
1327,0.1327,4.6449
1328,0.1328,4.6246
1329,0.1329,4.6628
1330,0.133,4.6908
1331,0.1331,4.6617
1332,0.1332,4.6706
1333,0.1333,4.6605
1334,0.1334,4.6383
1335,0.1335,4.6738
1336,0.1336,4.6359
1337,0.1337,4.652
1338,0.1338,4.66
1339,0.1339,4.6697
1340,0.134,4.6634
1341,0.1341,4.6637
1342,0.1342,4.6471
1343,0.1343,4.6399
1344,0.1344,4.6608
1345,0.1345,4.6499
1346,0.1346,4.6417
1347,0.1347,4.643
1348,0.1348,4.6553
1349,0.1349,4.6355
1350,0.135,4.6438
1351,0.1351,4.6401
1352,0.1352,4.668
1353,0.1353,4.6721
1354,0.1354,4.6968
1355,0.1355,4.6449
1356,0.1356,4.6578
1357,0.1357,4.6823
1358,0.1358,4.6661
1359,0.1359,4.6651
1360,0.136,4.6963
1361,0.1361,4.6662
1362,0.1362,4.6546
1363,0.1363,4.6528
1364,0.1364,4.6783
1365,0.1365,4.6785
1366,0.1366,4.654
1367,0.1367,4.6604
1368,0.1368,4.6839
1369,0.1369,4.6852
1370,0.137,4.6675
1371,0.1371,4.6871
1372,0.1372,4.687
1373,0.1373,4.6523
1374,0.1374,4.675
1375,0.1375,4.6866
1376,0.1376,4.6724
1377,0.1377,4.6496
1378,0.1378,4.678
1379,0.1379,4.6942
1380,0.138,4.7072
1381,0.1381,4.6513
1382,0.1382,4.724
1383,0.1383,4.6685
1384,0.1384,4.7004
1385,0.1385,4.7052
1386,0.1386,4.7021
1387,0.1387,4.6902
1388,0.1388,4.6711
1389,0.1389,4.6986
1390,0.139,4.6791
1391,0.1391,4.6526
1392,0.1392,4.7335
1393,0.1393,4.7023
1394,0.1394,4.7196
1395,0.1395,4.6792
1396,0.1396,4.7155
1397,0.1397,4.718
1398,0.1398,4.718
1399,0.1399,4.695
1400,0.14,4.6779
1401,0.1401,4.6939
1402,0.1402,4.6641
1403,0.1403,4.6722
1404,0.1404,4.6998
1405,0.1405,4.6841
1406,0.1406,4.6971
1407,0.1407,4.6985
1408,0.1408,4.7297
1409,0.1409,4.7208
1410,0.141,4.7013
1411,0.1411,4.7207
1412,0.1412,4.6915
1413,0.1413,4.6987
1414,0.1414,4.718
1415,0.1415,4.6863
1416,0.1416,4.7013
1417,0.1417,4.6863
1418,0.1418,4.7085
1419,0.1419,4.7318
1420,0.142,4.6966
1421,0.1421,4.7118
1422,0.1422,4.6956
1423,0.1423,4.6924
1424,0.1424,4.6917
1425,0.1425,4.7326
1426,0.1426,4.7468
1427,0.1427,4.7192
1428,0.1428,4.7018
1429,0.1429,4.7237
1430,0.143,4.7086
1431,0.1431,4.7262
1432,0.1432,4.7192
1433,0.1433,4.7196
1434,0.1434,4.725
1435,0.1435,4.7078
1436,0.1436,4.711
1437,0.1437,4.6918
1438,0.1438,4.7116
1439,0.1439,4.6974
1440,0.144,4.7172
1441,0.1441,4.7055
1442,0.1442,4.722
1443,0.1443,4.7278
1444,0.1444,4.7003
1445,0.1445,4.7099
1446,0.1446,4.7085
1447,0.1447,4.7344
1448,0.1448,4.7494
1449,0.1449,4.7371
1450,0.145,4.7196
1451,0.1451,4.7474
1452,0.1452,4.7033
1453,0.1453,4.749
1454,0.1454,4.7172
1455,0.1455,4.6859
1456,0.1456,4.7679
1457,0.1457,4.7524
1458,0.1458,4.7138
1459,0.1459,4.7323
1460,0.146,4.7271
1461,0.1461,4.7324
1462,0.1462,4.7092
1463,0.1463,4.7217
1464,0.1464,4.7395
1465,0.1465,4.7364
1466,0.1466,4.7515
1467,0.1467,4.7353
1468,0.1468,4.7699
1469,0.1469,4.7244
1470,0.147,4.7396
1471,0.1471,4.7075
1472,0.1472,4.7179
1473,0.1473,4.7572
1474,0.1474,4.7236
1475,0.1475,4.7463
1476,0.1476,4.7379
1477,0.1477,4.7237
1478,0.1478,4.7346
1479,0.1479,4.7327
1480,0.148,4.7336
1481,0.1481,4.7527
1482,0.1482,4.7517
1483,0.1483,4.7338
1484,0.1484,4.7294
1485,0.1485,4.7477
1486,0.1486,4.7425
1487,0.1487,4.7599
1488,0.1488,4.7848
1489,0.1489,4.7582
1490,0.149,4.7455
1491,0.1491,4.744
1492,0.1492,4.7342
1493,0.1493,4.734
1494,0.1494,4.733
1495,0.1495,4.7426
1496,0.1496,4.7427
1497,0.1497,4.7607
1498,0.1498,4.7441
1499,0.1499,4.7476
1500,0.15,4.7328
1501,0.1501,4.7762
1502,0.1502,4.7597
1503,0.1503,4.7794
1504,0.1504,4.765
1505,0.1505,4.7759
1506,0.1506,4.7503
1507,0.1507,4.7653
1508,0.1508,4.7956
1509,0.1509,4.7372
1510,0.151,4.7736
1511,0.1511,4.782
1512,0.1512,4.7633
1513,0.1513,4.7689
1514,0.1514,4.7771
1515,0.1515,4.7484
1516,0.1516,4.7652
1517,0.1517,4.7461
1518,0.1518,4.7495
1519,0.1519,4.7509
1520,0.152,4.7586
1521,0.1521,4.7636
1522,0.1522,4.7687
1523,0.1523,4.7405
1524,0.1524,4.7931
1525,0.1525,4.781
1526,0.1526,4.7748
1527,0.1527,4.7587
1528,0.1528,4.7633
1529,0.1529,4.7735
1530,0.153,4.7719
1531,0.1531,4.7402
1532,0.1532,4.7779
1533,0.1533,4.8118
1534,0.1534,4.739
1535,0.1535,4.7832
1536,0.1536,4.774
1537,0.1537,4.7671
1538,0.1538,4.7904
1539,0.1539,4.7515
1540,0.154,4.7727
1541,0.1541,4.7932
1542,0.1542,4.7681
1543,0.1543,4.7651
1544,0.1544,4.7738
1545,0.1545,4.7656
1546,0.1546,4.7968
1547,0.1547,4.7594
1548,0.1548,4.7873
1549,0.1549,4.755
1550,0.155,4.7851
1551,0.1551,4.7736
1552,0.1552,4.7358
1553,0.1553,4.776
1554,0.1554,4.7601
1555,0.1555,4.7701
1556,0.1556,4.8012
1557,0.1557,4.7607
1558,0.1558,4.762
1559,0.1559,4.801
1560,0.156,4.781
1561,0.1561,4.8034
1562,0.1562,4.7851
1563,0.1563,4.7669
1564,0.1564,4.78
1565,0.1565,4.8004
1566,0.1566,4.7964
1567,0.1567,4.7823
1568,0.1568,4.7835
1569,0.1569,4.7814
1570,0.157,4.7747
1571,0.1571,4.8138
1572,0.1572,4.7846
1573,0.1573,4.7674
1574,0.1574,4.778
1575,0.1575,4.7969
1576,0.1576,4.7961
1577,0.1577,4.7845
1578,0.1578,4.7767
1579,0.1579,4.7878
1580,0.158,4.7621
1581,0.1581,4.7682
1582,0.1582,4.801
1583,0.1583,4.7817
1584,0.1584,4.7953
1585,0.1585,4.8088
1586,0.1586,4.8004
1587,0.1587,4.7911
1588,0.1588,4.8241
1589,0.1589,4.802
1590,0.159,4.7866
1591,0.1591,4.8038
1592,0.1592,4.7992
1593,0.1593,4.7801
1594,0.1594,4.7949
1595,0.1595,4.7916
1596,0.1596,4.7642
1597,0.1597,4.7923
1598,0.1598,4.791
1599,0.1599,4.789
1600,0.16,4.7708
1601,0.1601,4.7911
1602,0.1602,4.7964
1603,0.1603,4.799
1604,0.1604,4.7803
1605,0.1605,4.808
1606,0.1606,4.7799
1607,0.1607,4.7956
1608,0.1608,4.8195
1609,0.1609,4.7891
1610,0.161,4.7923
1611,0.1611,4.8172
1612,0.1612,4.7951
1613,0.1613,4.7968
1614,0.1614,4.8052
1615,0.1615,4.8184
1616,0.1616,4.7686
1617,0.1617,4.7902
1618,0.1618,4.7879
1619,0.1619,4.7871
1620,0.162,4.791
1621,0.1621,4.7916
1622,0.1622,4.8096
1623,0.1623,4.7917
1624,0.1624,4.8076
1625,0.1625,4.8123
1626,0.1626,4.7953
1627,0.1627,4.8089
1628,0.1628,4.8325
1629,0.1629,4.8126
1630,0.163,4.7983
1631,0.1631,4.8074
1632,0.1632,4.7948
1633,0.1633,4.8134
1634,0.1634,4.8228
1635,0.1635,4.7974
1636,0.1636,4.8071
1637,0.1637,4.8278
1638,0.1638,4.8035
1639,0.1639,4.8144
1640,0.164,4.7962
1641,0.1641,4.7997
1642,0.1642,4.8048
1643,0.1643,4.8456
1644,0.1644,4.8072
1645,0.1645,4.8058
1646,0.1646,4.8057
1647,0.1647,4.812
1648,0.1648,4.8247
1649,0.1649,4.8181
1650,0.165,4.8465
1651,0.1651,4.8192
1652,0.1652,4.838
1653,0.1653,4.8208
1654,0.1654,4.8261
1655,0.1655,4.7958
1656,0.1656,4.8159
1657,0.1657,4.8171
1658,0.1658,4.8149
1659,0.1659,4.7866
1660,0.166,4.8324
1661,0.1661,4.8138
1662,0.1662,4.8134
1663,0.1663,4.8165
1664,0.1664,4.8173
1665,0.1665,4.8271
1666,0.1666,4.8023
1667,0.1667,4.8078
1668,0.1668,4.8265
1669,0.1669,4.8246
1670,0.167,4.8172
1671,0.1671,4.8146
1672,0.1672,4.811
1673,0.1673,4.823
1674,0.1674,4.8419
1675,0.1675,4.8087
1676,0.1676,4.8478
1677,0.1677,4.8379
1678,0.1678,4.8188
1679,0.1679,4.8377
1680,0.168,4.8043
1681,0.1681,4.8007
1682,0.1682,4.8077
1683,0.1683,4.8212
1684,0.1684,4.8228
1685,0.1685,4.8203
1686,0.1686,4.8299
1687,0.1687,4.7967
1688,0.1688,4.8365
1689,0.1689,4.8081
1690,0.169,4.8198
1691,0.1691,4.8239
1692,0.1692,4.8131
1693,0.1693,4.8102
1694,0.1694,4.816
1695,0.1695,4.8313
1696,0.1696,4.8406
1697,0.1697,4.8406
1698,0.1698,4.8175
1699,0.1699,4.8209
1700,0.17,4.8193
1701,0.1701,4.8402
1702,0.1702,4.8032
1703,0.1703,4.8527
1704,0.1704,4.8272
1705,0.1705,4.823
1706,0.1706,4.8402
1707,0.1707,4.8509
1708,0.1708,4.8409
1709,0.1709,4.8519
1710,0.171,4.8385
1711,0.1711,4.8552
1712,0.1712,4.8558
1713,0.1713,4.8359
1714,0.1714,4.8593
1715,0.1715,4.8405
1716,0.1716,4.8397
1717,0.1717,4.8249
1718,0.1718,4.8347
1719,0.1719,4.851
1720,0.172,4.82
1721,0.1721,4.8497
1722,0.1722,4.8455
1723,0.1723,4.8448
1724,0.1724,4.8079
1725,0.1725,4.8397
1726,0.1726,4.8513
1727,0.1727,4.8305
1728,0.1728,4.8436
1729,0.1729,4.8069
1730,0.173,4.8529
1731,0.1731,4.8332
1732,0.1732,4.8565
1733,0.1733,4.8161
1734,0.1734,4.8545
1735,0.1735,4.8409
1736,0.1736,4.8568
1737,0.1737,4.8312
1738,0.1738,4.8361
1739,0.1739,4.8793
1740,0.174,4.8335
1741,0.1741,4.8357
1742,0.1742,4.8424
1743,0.1743,4.8315
1744,0.1744,4.865
1745,0.1745,4.8734
1746,0.1746,4.8372
1747,0.1747,4.8222
1748,0.1748,4.866
1749,0.1749,4.8653
1750,0.175,4.8613
1751,0.1751,4.8667
1752,0.1752,4.8366
1753,0.1753,4.8474
1754,0.1754,4.8295
1755,0.1755,4.8292
1756,0.1756,4.8655
1757,0.1757,4.841
1758,0.1758,4.8856
1759,0.1759,4.8528
1760,0.176,4.8424
1761,0.1761,4.8643
1762,0.1762,4.8796
1763,0.1763,4.8602
1764,0.1764,4.8349
1765,0.1765,4.859
1766,0.1766,4.8744
1767,0.1767,4.8467
1768,0.1768,4.8427
1769,0.1769,4.8699
1770,0.177,4.857
1771,0.1771,4.8387
1772,0.1772,4.8498
1773,0.1773,4.8445
1774,0.1774,4.8605
1775,0.1775,4.858
1776,0.1776,4.8739
1777,0.1777,4.8676
1778,0.1778,4.8338
1779,0.1779,4.8636
1780,0.178,4.8713
1781,0.1781,4.8649
1782,0.1782,4.8738
1783,0.1783,4.8504
1784,0.1784,4.8447
1785,0.1785,4.8732
1786,0.1786,4.8435
1787,0.1787,4.8274
1788,0.1788,4.8754
1789,0.1789,4.8495
1790,0.179,4.856
1791,0.1791,4.8399
1792,0.1792,4.8413
1793,0.1793,4.8441
1794,0.1794,4.8563
1795,0.1795,4.8676
1796,0.1796,4.8278
1797,0.1797,4.8738
1798,0.1798,4.8451
1799,0.1799,4.8471
1800,0.18,4.8735
1801,0.1801,4.8625
1802,0.1802,4.8409
1803,0.1803,4.8919
1804,0.1804,4.8516
1805,0.1805,4.8685
1806,0.1806,4.868
1807,0.1807,4.8865
1808,0.1808,4.8587
1809,0.1809,4.8809
1810,0.181,4.855
1811,0.1811,4.8832
1812,0.1812,4.8552
1813,0.1813,4.8615
1814,0.1814,4.8956
1815,0.1815,4.8722
1816,0.1816,4.8693
1817,0.1817,4.9016
1818,0.1818,4.8736
1819,0.1819,4.8562
1820,0.182,4.8798
1821,0.1821,4.8513
1822,0.1822,4.8862
1823,0.1823,4.8876
1824,0.1824,4.8612
1825,0.1825,4.8606
1826,0.1826,4.873
1827,0.1827,4.8708
1828,0.1828,4.8562
1829,0.1829,4.8796
1830,0.183,4.8407
1831,0.1831,4.8651
1832,0.1832,4.8658
1833,0.1833,4.868
1834,0.1834,4.877
1835,0.1835,4.8542
1836,0.1836,4.8817
1837,0.1837,4.8704
1838,0.1838,4.8636
1839,0.1839,4.8531
1840,0.184,4.8561
1841,0.1841,4.8795
1842,0.1842,4.8599
1843,0.1843,4.8756
1844,0.1844,4.8908
1845,0.1845,4.8906
1846,0.1846,4.8988
1847,0.1847,4.8712
1848,0.1848,4.8596
1849,0.1849,4.8914
1850,0.185,4.881
1851,0.1851,4.8935
1852,0.1852,4.877
1853,0.1853,4.8951
1854,0.1854,4.8901
1855,0.1855,4.8884
1856,0.1856,4.8854
1857,0.1857,4.8841
1858,0.1858,4.8818
1859,0.1859,4.882
1860,0.186,4.8937
1861,0.1861,4.8714
1862,0.1862,4.9053
1863,0.1863,4.878
1864,0.1864,4.8946
1865,0.1865,4.8787
1866,0.1866,4.8766
1867,0.1867,4.911
1868,0.1868,4.8761
1869,0.1869,4.8618
1870,0.187,4.8705
1871,0.1871,4.8767
1872,0.1872,4.914
1873,0.1873,4.885
1874,0.1874,4.8962
1875,0.1875,4.8674
1876,0.1876,4.8879
1877,0.1877,4.893
1878,0.1878,4.9101
1879,0.1879,4.8729
1880,0.188,4.8926
1881,0.1881,4.8884
1882,0.1882,4.8687
1883,0.1883,4.884
1884,0.1884,4.8806
1885,0.1885,4.8499
1886,0.1886,4.894
1887,0.1887,4.8933
1888,0.1888,4.8788
1889,0.1889,4.8656
1890,0.189,4.9081
1891,0.1891,4.8901
1892,0.1892,4.9016
1893,0.1893,4.9077
1894,0.1894,4.879
1895,0.1895,4.8992
1896,0.1896,4.8836
1897,0.1897,4.8865
1898,0.1898,4.8864
1899,0.1899,4.8879
1900,0.19,4.9049
1901,0.1901,4.8902
1902,0.1902,4.8863
1903,0.1903,4.8847
1904,0.1904,4.8942
1905,0.1905,4.8758
1906,0.1906,4.8819
1907,0.1907,4.8889
1908,0.1908,4.8814
1909,0.1909,4.8884
1910,0.191,4.8812
1911,0.1911,4.9206
1912,0.1912,4.9107
1913,0.1913,4.8978
1914,0.1914,4.8904
1915,0.1915,4.9243
1916,0.1916,4.8965
1917,0.1917,4.8906
1918,0.1918,4.8966
1919,0.1919,4.8969
1920,0.192,4.9137
1921,0.1921,4.8925
1922,0.1922,4.9245
1923,0.1923,4.8799
1924,0.1924,4.9038
1925,0.1925,4.8786
1926,0.1926,4.9211
1927,0.1927,4.8891
1928,0.1928,4.8934
1929,0.1929,4.9083
1930,0.193,4.9135
1931,0.1931,4.8782
1932,0.1932,4.8899
1933,0.1933,4.8744
1934,0.1934,4.8976
1935,0.1935,4.8942
1936,0.1936,4.8907
1937,0.1937,4.8859
1938,0.1938,4.8905
1939,0.1939,4.8853
1940,0.194,4.9047
1941,0.1941,4.9197
1942,0.1942,4.8682
1943,0.1943,4.8956
1944,0.1944,4.8913
1945,0.1945,4.9052
1946,0.1946,4.8837
1947,0.1947,4.896
1948,0.1948,4.8828
1949,0.1949,4.909
1950,0.195,4.9003
1951,0.1951,4.8966
1952,0.1952,4.9047
1953,0.1953,4.8957
1954,0.1954,4.8763
1955,0.1955,4.9087
1956,0.1956,4.9043
1957,0.1957,4.8979
1958,0.1958,4.9152
1959,0.1959,4.9189
1960,0.196,4.8844
1961,0.1961,4.8893
1962,0.1962,4.9244
1963,0.1963,4.9227
1964,0.1964,4.8905
1965,0.1965,4.8841
1966,0.1966,4.8924
1967,0.1967,4.8947
1968,0.1968,4.8786
1969,0.1969,4.903
1970,0.197,4.8836
1971,0.1971,4.8848
1972,0.1972,4.9169
1973,0.1973,4.8931
1974,0.1974,4.9025
1975,0.1975,4.9132
1976,0.1976,4.9161
1977,0.1977,4.8991
1978,0.1978,4.905
1979,0.1979,4.8921
1980,0.198,4.9309
1981,0.1981,4.9146
1982,0.1982,4.8885
1983,0.1983,4.9053
1984,0.1984,4.9161
1985,0.1985,4.9128
1986,0.1986,4.9333
1987,0.1987,4.9266
1988,0.1988,4.8981
1989,0.1989,4.905
1990,0.199,4.8873
1991,0.1991,4.9105
1992,0.1992,4.9092
1993,0.1993,4.9477
1994,0.1994,4.9088
1995,0.1995,4.8761
1996,0.1996,4.8976
1997,0.1997,4.9096
1998,0.1998,4.8892
1999,0.1999,4.8952
2000,0.2,4.9029
2001,0.2001,4.9137
2002,0.2002,4.9063
2003,0.2003,4.8956
2004,0.2004,4.921
2005,0.2005,4.9012
2006,0.2006,4.902
2007,0.2007,4.889
2008,0.2008,4.8981
2009,0.2009,4.9198
2010,0.201,4.886
2011,0.2011,4.9093
2012,0.2012,4.9214
2013,0.2013,4.9051
2014,0.2014,4.9145
2015,0.2015,4.8944
2016,0.2016,4.931
2017,0.2017,4.928
2018,0.2018,4.9152
2019,0.2019,4.8855
2020,0.202,4.8963
2021,0.2021,4.9268
2022,0.2022,4.9381
2023,0.2023,4.917
2024,0.2024,4.9314
2025,0.2025,4.9038
2026,0.2026,4.9102
2027,0.2027,4.9133
2028,0.2028,4.9198
2029,0.2029,4.8907
2030,0.203,4.9279
2031,0.2031,4.9338
2032,0.2032,4.8969
2033,0.2033,4.8939
2034,0.2034,4.9197
2035,0.2035,4.9048
2036,0.2036,4.8792
2037,0.2037,4.9271
2038,0.2038,4.9175
2039,0.2039,4.9081
2040,0.204,4.9472
2041,0.2041,4.9177
2042,0.2042,4.9045
2043,0.2043,4.9175
2044,0.2044,4.9005
2045,0.2045,4.9049
2046,0.2046,4.9223
2047,0.2047,4.9083
2048,0.2048,4.91
2049,0.2049,4.942
2050,0.205,4.93
2051,0.2051,4.9293
2052,0.2052,4.9254
2053,0.2053,4.9249
2054,0.2054,4.9396
2055,0.2055,4.9177
2056,0.2056,4.946
2057,0.2057,4.904
2058,0.2058,4.9146
2059,0.2059,4.8979
2060,0.206,4.9136
2061,0.2061,4.9267
2062,0.2062,4.9409
2063,0.2063,4.9093
2064,0.2064,4.9195
2065,0.2065,4.9142
2066,0.2066,4.9087
2067,0.2067,4.9021
2068,0.2068,4.921
2069,0.2069,4.8942
2070,0.207,4.922
2071,0.2071,4.9209
2072,0.2072,4.9108
2073,0.2073,4.9057
2074,0.2074,4.9003
2075,0.2075,4.9492
2076,0.2076,4.9012
2077,0.2077,4.9449
2078,0.2078,4.9307
2079,0.2079,4.9163
2080,0.208,4.9046
2081,0.2081,4.9378
2082,0.2082,4.9482
2083,0.2083,4.9084
2084,0.2084,4.9181
2085,0.2085,4.9385
2086,0.2086,4.9279
2087,0.2087,4.953
2088,0.2088,4.9146
2089,0.2089,4.9315
2090,0.209,4.9047
2091,0.2091,4.9551
2092,0.2092,4.9129
2093,0.2093,4.8908
2094,0.2094,4.9222
2095,0.2095,4.9222
2096,0.2096,4.9532
2097,0.2097,4.9195
2098,0.2098,4.9245
2099,0.2099,4.9338
2100,0.21,4.9488
2101,0.2101,4.9242
2102,0.2102,4.9409
2103,0.2103,4.9332
2104,0.2104,4.9212
2105,0.2105,4.9269
2106,0.2106,4.9263
2107,0.2107,4.9123
2108,0.2108,4.9444
2109,0.2109,4.9056
2110,0.211,4.9441
2111,0.2111,4.941
2112,0.2112,4.9254
2113,0.2113,4.9155
2114,0.2114,4.9237
2115,0.2115,4.9343
2116,0.2116,4.9385
2117,0.2117,4.9318
2118,0.2118,4.9426
2119,0.2119,4.9195
2120,0.212,4.9315
2121,0.2121,4.9046
2122,0.2122,4.9397
2123,0.2123,4.9307
2124,0.2124,4.9223
2125,0.2125,4.9461
2126,0.2126,4.9392
2127,0.2127,4.8867
2128,0.2128,4.9297
2129,0.2129,4.9074
2130,0.213,4.9454
2131,0.2131,4.9669
2132,0.2132,4.9219
2133,0.2133,4.9309
2134,0.2134,4.9262
2135,0.2135,4.9354
2136,0.2136,4.9399
2137,0.2137,4.9497
2138,0.2138,4.9157
2139,0.2139,4.9542
2140,0.214,4.9168
2141,0.2141,4.9351
2142,0.2142,4.9484
2143,0.2143,4.9419
2144,0.2144,4.9173
2145,0.2145,4.9209
2146,0.2146,4.9247
2147,0.2147,4.931
2148,0.2148,4.9491
2149,0.2149,4.9126
2150,0.215,4.9392
2151,0.2151,4.9414
2152,0.2152,4.9408
2153,0.2153,4.9396
2154,0.2154,4.9555
2155,0.2155,4.9401
2156,0.2156,4.9458
2157,0.2157,4.9416
2158,0.2158,4.9601
2159,0.2159,4.9049
2160,0.216,4.9527
2161,0.2161,4.9297
2162,0.2162,4.9296
2163,0.2163,4.9194
2164,0.2164,4.906
2165,0.2165,4.9284
2166,0.2166,4.924
2167,0.2167,4.9418
2168,0.2168,4.9125
2169,0.2169,4.9562
2170,0.217,4.9389
2171,0.2171,4.9312
2172,0.2172,4.9244
2173,0.2173,4.9234
2174,0.2174,4.9184
2175,0.2175,4.9273
2176,0.2176,4.9357
2177,0.2177,4.9331
2178,0.2178,4.9146
2179,0.2179,4.932
2180,0.218,4.9227
2181,0.2181,4.9386
2182,0.2182,4.9643
2183,0.2183,4.9459
2184,0.2184,4.9319
2185,0.2185,4.9124
2186,0.2186,4.9156
2187,0.2187,4.9117
2188,0.2188,4.948
2189,0.2189,4.9258
2190,0.219,4.9383
2191,0.2191,4.9282
2192,0.2192,4.939
2193,0.2193,4.9588
2194,0.2194,4.9276
2195,0.2195,4.9329
2196,0.2196,4.926
2197,0.2197,4.9514
2198,0.2198,4.923
2199,0.2199,4.9215
2200,0.22,4.9178
2201,0.2201,4.9176
2202,0.2202,4.9459
2203,0.2203,4.9775
2204,0.2204,4.9242
2205,0.2205,4.9535
2206,0.2206,4.9431
2207,0.2207,4.9229
2208,0.2208,4.9354
2209,0.2209,4.9362
2210,0.221,4.9295
2211,0.2211,4.9689
2212,0.2212,4.9115
2213,0.2213,4.9459
2214,0.2214,4.9453
2215,0.2215,4.9317
2216,0.2216,4.9428
2217,0.2217,4.9538
2218,0.2218,4.9431
2219,0.2219,4.9472
2220,0.222,4.9514
2221,0.2221,4.9107
2222,0.2222,4.9634
2223,0.2223,4.9755
2224,0.2224,4.9562
2225,0.2225,4.9568
2226,0.2226,4.9206
2227,0.2227,4.9401
2228,0.2228,4.9298
2229,0.2229,4.9333
2230,0.223,4.9567
2231,0.2231,4.9302
2232,0.2232,4.9405
2233,0.2233,4.9139
2234,0.2234,4.9403
2235,0.2235,4.9441
2236,0.2236,4.9323
2237,0.2237,4.9322
2238,0.2238,4.9714
2239,0.2239,4.9251
2240,0.224,4.9276
2241,0.2241,4.9313
2242,0.2242,4.9615
2243,0.2243,4.9752
2244,0.2244,4.9488
2245,0.2245,4.9331
2246,0.2246,4.9376
2247,0.2247,4.9601
2248,0.2248,4.9306
2249,0.2249,4.9661
2250,0.225,4.9657
2251,0.2251,4.9456
2252,0.2252,4.9544
2253,0.2253,4.956
2254,0.2254,4.9682
2255,0.2255,4.9292
2256,0.2256,4.9628
2257,0.2257,4.9396
2258,0.2258,4.9338
2259,0.2259,4.947
2260,0.226,4.9423
2261,0.2261,4.9309
